ID,COMPANY,CALS,WEIGHT
398590,E & M Corporation,312,8
398591,E & M Corporation,318,11
398592,Evershing Trading Nc.,30,10
398593,S & B Shokuhin Company Ltd,550,20
398594,"Supervalu, Inc.",333,6
398595,"Starfish Investments, Inc.",175,57
398596,HINODE,157,140
398597,House Food Industrial Co. Ltd.,526,19
398598,"Supervalu, Inc.",300,5
398599,House Food Industrial Co. Ltd.,100,210
398600,"Deluvia, Inc.",250,2
398601,JFC International Inc.,273,5.5
398602,Glencourt Inc.,92,130
398603,Hawaii Associated Wholesale,171,20.5
398604,"Safeway, Inc.",300,5
398605,PAESANA,176,68
398606,Pacific Marketing Group,62,112
398607,"Safeway, Inc.",333,6
398608,BEIGEL ,393,28
398609,V Patel & Sons Inc,126,100
398610,WORLD FOODS,106,85
398611,Glencourt Inc.,85,130
398612,S & B Shokuhin Company Ltd,500,20
398613,Pacific Marketing Group,62,112
398614,"Safeway, Inc.",367,30
398615,"Kikkoman Sales USA, Inc.",156,3.2
398616,Kim-Seng Co.,318,11
398617,"Kikkoman Sales USA, Inc.",333,6
398618,JFC International Inc.,0,2.5
398619,S & B Shokuhin Company Ltd,455,22
398620,"Kikkoman Sales USA, Inc.",292,12
398621,Wildwood Herbal,4,245
398622,"Barhyte Specialty Foods, Inc.",200,5
398623,NOH,286,7
398624,V Patel & Sons Inc,102,100
398625,"Kikkoman Sales USA, Inc.",350,10
398626,"Supervalu, Inc.",92,130
398627,"Kikkoman Sales USA, Inc.",278,9
398628,"Queensway Foods Co., Inc.",375,4
398629,Siamrica,180,15
398630,THE LITTLE POTATO COMPANY,61,114
398631,"Starfish Investments, Inc.",158,57
398632,S & B Shokuhin Company Ltd,550,20
398633,S & B Shokuhin Company Ltd,550,20
398634,"Safeway, Inc.",333,6
398635,"Safeway, Inc.",107,14
398636,"Safeway, Inc.",375,8
398637,"Kikkoman Sales USA, Inc.",312,8
398638,"Azuma Foods International, Inc.",161,28
398639,"Kikkoman Sales USA, Inc.",333,9
398640,S & B Shokuhin Company Ltd,550,20
398641,"Safeway, Inc.",407,27
398642,"Kikkoman Sales USA, Inc.",222,4.5
398643,"Safeway, Inc.",375,4
398644,S & B Shokuhin Company Ltd,538,13
398645,JFC International Inc.,126,158.9
398646,House Food Industrial Co. Ltd.,500,18
398647,"Supervalu, Inc.",123,130
398648,"Safeway, Inc.",407,27
398649,House Food Industrial Co. Ltd.,95,210
398650,S & B Shokuhin Company Ltd,375,24
398651,House Food Industrial Co. Ltd.,79,38
398652,"Kikkoman Sales USA, Inc.",350,10
398653,"Supervalu, Inc.",393,28
398654,"Supervalu, Inc.",150,20
398655,"Safeway, Inc.",333,4.5
398656,"Safeway, Inc.",333,6
398657,JFC International Inc.,333,4.5
398658,Glencourt Inc.,85,130
398659,MANISCHEWITZ,294,34
398660,Hawaii Associated Wholesale,171,20.5
398661,"Serendipity Communications, Inc.",279,28
398662,House Food Industrial Co. Ltd.,100,210
398663,"Boscoli Foods, Inc.",280,25
398664,MYOJO,126,158.9
398665,LOTUS BRAND,36,28
398666,"Kikkoman Sales USA, Inc.",333,15
398667,"Safeway, Inc.",357,28
398668,"Starfish Investments, Inc.",158,57
398669,"Safeway, Inc.",24,123
398670,"Safeway, Inc.",85,130
398671,"Safeway, Inc.",368,19
398672,"Safeway, Inc.",85,130
398673,House Food Industrial Co. Ltd.,524,21
398674,"Safeway, Inc.",92,130
398675,"Kikkoman Sales USA, Inc.",286,7
398676,Wildwood Herbal,200,15
398677,E & M Corporation,364,11
398678,"Safeway, Inc.",444,9
398679,"Supervalu, Inc.",333,6
398680,"Deluvia, Inc.",250,2
398681,Glencourt Inc.,85,130
398682,S & B Shokuhin Company Ltd,500,20
398683,"Safeway, Inc.",407,27
398684,"Supervalu, Inc.",333,6
398685,Hawaii Associated Wholesale,238,21
398686,JFC International Inc.,286,3.5
398687,TRAINA,147,17
398688,Hocean Inc.,34,28
398689,Glencourt Inc.,50,30
398690,V Patel & Sons Inc,88,17
398691,KIBUN,140,143
398692,"Safeway, Inc.",48,124
398693,"McCormick & Company, Inc.",375,4
398694,Signature Brands LLC,250,6
398695,Signature Brands LLC,333,6
398696,Signature Brands LLC,375,4
398697,Signature Brands LLC,400,35
398698,Signature Brands LLC,375,4
398699,Signature Brands LLC,278,18
398700,Signature Brands LLC,300,15
398701,"McCormick & Company, Inc.",375,4
398702,Signature Brands LLC,227,22
398703,Signature Brands LLC,429,35
398704,"Schnuck Markets, Inc.",393,28
398705,Oregon Fruit Products Co.,86,140
398706,Oregon Fruit Products Co.,93,140
398707,Oregon Fruit Products Co.,71,140
398708,Oregon Fruit Products Co.,71,140
398709,Oregon Fruit Products Co.,79,140
398710,Oregon Fruit Products Co.,86,140
398711,Oregon Fruit Products Co.,79,140
398712,Oregon Fruit Products Co.,86,140
398713,Oregon Fruit Products Co.,93,140
398714,DAIYA,286,28
398715,SPARTAN,300,5
398716,SPARTAN,300,5
398717,GLUTINO,433,30
398718,"Ce De Candy, Inc.",400,15
398719,EDWARD & SONS,400,15
398720,"Back To Nature Foods Company, LLC",567,30
398721,SCHAR,433,30
398722,"Whole Foods Market, Inc.",467,15
398723,"United Natural Foods, Inc.",350,60
398724,SCL Marketing & Services Inc.,429,28
398725,"United Natural Foods, Inc.",476,21
398726,Frontier Soups,353,17
398727,"Skinny Crisps, Inc",500,14
398728,"American Halal Company, Inc.",393,28
398729,"Performance Enhancing Meat Snacks, Inc.",250,28
398730,Frontier Soups,300,15
398731,"United Natural Foods, Inc.",524,21
398732,GREENOODLE,360,50
398733,"Snackmasters, Inc.",250,28
398734,"Whole Foods Market, Inc.",57,245
398735,"Edward & Sons Trading Co., Inc",194,25.8
398736,"Whole Foods Market, Inc.",250,28
398737,"American Halal Company, Inc.",393,28
398738,"Whole Foods Market, Inc.",364,22
398739,LOTUS FOODS,400,30
398740,"Whole Foods Market, Inc.",41,245
398741,"Chica Bella, Inc.",333,7.5
398742,"United Natural Foods, Inc.",351,57
398743,"Ce De Candy, Inc.",389,9
398744,"Wellshire Farms, Inc.",520,25
398745,"Whole Foods Market, Inc.",250,28
398746,"Whole Foods Market, Inc.",41,245
398747,"United Natural Foods, Inc.",351,57
398748,"Skinny Crisps, Inc",321,14
398749,LOTUS FOODS,400,30
398750,"BACK TO NATURE FOODS CO., LLC",467,30
398751,"Mallard Software, Inc.",600,5
398752,Milton's Baking Company LLC,438,16
398753,BACK TO NATURE,433,30
398754,"Whole Foods Market, Inc.",400,30
398755,"Whole Foods Market, Inc.",364,22
398756,"Ce De Candy, Inc.",333,9
398757,BACK TO NATURE,600,30
398758,"Whole Foods Market, Inc.",364,22
398759,Brown & Haley,528,36
398760,"Performance Enhancing Meat Snacks, Inc.",286,28
398761,Native American Natural Foods,464,28
398762,"San-J International, Inc.",483,29
398763,"Whole Foods Market, Inc.",45,245
398764,Blue Diamond Growers,433,30
398765,EDWARD & SONS,400,15
398766,SeaSnax Inc.,267,15
398767,"Whole Foods Market, Inc.",250,28
398768,"Navitas, LLC",643,28
398769,"Whole Foods Market, Inc.",467,15
398770,Native American Natural Foods,500,28
398771,"Whole Foods Market, Inc.",467,30
398772,"Greenwave Foods, LLC",433,30
398773,"Whole Foods Market, Inc.",400,30
398774,SCL Marketing & Services Inc.,429,28
398775,GLUTINO,433,30
398776,EDWARD & SONS,400,15
398777,"Chica Bella, Inc.",333,7.5
398778,Made In Nature LLC,461,28
398779,SeaSnax Inc.,267,15
398780,"Biena, LLC",429,28
398781,"United Natural Foods, Inc.",350,60
398782,"Biena, LLC",429,28
398783,LE PAIN DES FLEURS,375,16
398784,"The Hain Celestial Group, Inc.",800,15
398785,PASCHA,600,15
398786,PASCHA,595,42
398787,PASCHA,600,15
398788,PASCHA,619,42
398789,PASCHA,667,15
398790,The Kroger Co.,0,2
398791,Tadin Herb & Tea Co.,0,1.4
398792,The Kroger Co.,487,39
398793,Tadin Herb & Tea Co.,0,1
398794,Tadin Herb & Tea Co.,0,0.6
398795,Tadin Herb & Tea Co.,0,1
398796,The Kroger Co.,0,1.8
398797,Tadin Herb & Tea Co.,0,1
398798,The Kroger Co.,0,1.7
398799,The Kroger Co.,0,2
398800,Tadin Herb & Tea Co.,0,1.8
398801,EDWARD & SONS,400,15
398802,"Whole Foods Market, Inc.",467,15
398803,SeaSnax Inc.,300,10
398804,"Whole Foods Market, Inc.",400,15
398805,"San-J International, Inc.",483,29
398806,"Whole Foods Market, Inc.",450,20
398807,PANOS Brands LLC,433,30
398808,"FishPeople, Inc",117,283
398809,"Late July Snacks, LLC",469,32
398810,Frontier Soups,353,17
398811,The Kroger Co.,357,28
398812,The Kroger Co.,193,145
398813,The Kroger Co.,34,87
398814,Welch Foods Inc,419,62
398815,The Kroger Co.,357,28
398816,The Kroger Co.,326,46
398817,The Kroger Co.,37,81
398818,"Meijer, Inc.",80,113
398819,"Meijer, Inc.",71,113
398820,"Meijer, Inc.",97,113
398821,"Meijer, Inc.",97,113
398822,"Meijer, Inc.",80,113
398823,"Meijer, Inc.",97,113
398824,"Meijer, Inc.",97,113
398825,"Meijer, Inc.",97,113
398826,"New Frontier Bison, LLC",168,113
398827,"New Frontier Bison, LLC",169,142
398828,THE BEST BAR EVER,369,65
398829,"The Hain Celestial Group, Inc.",250,24
398830,Cooperative Regions of Organic Producer Pools,159,113
398831,Sweet Earth Natural Foods,257,140
398832,NATURAL CHOICE,77,78
398833,Sweet Earth Natural Foods,229,170
398834,"Applegate Farms, LLC",179,84
398835,The Field Roast Grain Meat Company,239,92
398836,"The Hain Celestial Group, Inc.",175,20
398837,"Angelina's of Maryland, LLC",153,85
398838,Green Chemical Products Inc.,286,70
398839,ALVARADO ST. BAKERY,274,95
398840,"DEW- Drink Eat Well, LLC",220,91
398841,CHLOE'S,79,76
398842,The Fresh Ice Cream Company LLC,236,106
398843,GRAIN TRUST,141,142
398844,"Supervalu, Inc.",248,137
398845,No Cigar Records,316,79
398846,The Kroger Co.,0,7.1
398847,The Kroger Co.,0,6.2
398848,The Kroger Co.,0,2.2
398849,"Supervalu, Inc.",429,42
398850,Haggen Inc.,250,20
398851,Haggen Inc.,250,20
398852,Mountain Fruit Co.,100,20
398853,MM Local Foods,62,113
398854,Kozlowski Farms,267,60
398855,Haggen Inc.,594,32
398856,Rigoni di Asiago srl,150,20
398857,Oregon Growers & Shippers LLC,211,19
398858,MM Local Foods,62,113
398859,JAMES KEILLER & SON,250,20
398860,Waffle Lady Inc.,214,28
398861,Haggen Inc.,78,128
398862,Oregon Growers & Shippers LLC,132,19
398863,"Supervalu, Inc.",62,113
398864,HAGGEN,78,128
398865,Haggen Inc.,250,20
398866,"Supervalu, Inc.",404,52
398867,Haggen Inc.,94,128
398868,Haggen Inc.,78,128
398869,Kozlowski Farms,267,60
398870,"Continental Mills, Inc.",378,45
398871,"Seattle Gourmet Foods, Inc.",150,20
398872,Haggen Inc.,77,130
398873,Haggen Inc.,250,20
398874,HAGGEN,41,122
398875,Haggen Inc.,73,124
398876,"Umpqua Oats, Inc",374,73
398877,Haggen Inc.,78,128
398878,HAGGEN,77,130
398879,Haggen Inc.,61,114
398880,HAGGEN,48,125
398881,Oregon Growers & Shippers LLC,222,18
398882,Haggen Inc.,200,20
398883,Haggen Inc.,157,70
398884,Rigoni di Asiago srl,150,20
398885,Haggen Inc.,77,130
398886,Oregon Growers & Shippers LLC,111,18
398887,Haggen Inc.,300,20
398888,Haggen Inc.,157,70
398889,Haggen Inc.,200,5
398890,Haggen Inc.,361,61
398891,H L Foods Ltd,250,20
398892,"Continental Mills, Inc.",378,45
398893,Haggen Inc.,74,122
398894,Waffle Lady Inc.,348,46
398895,"Umpqua Oats, Inc",395,62
398896,Haggen Inc.,66,122
398897,Haggen Inc.,286,21
398898,"Supervalu, Inc.",71,113
398899,Haggen Inc.,167,6
398900,"Supervalu, Inc.",62,113
398901,"Topco Associates, Inc.",44,113
398902,Haggen Inc.,250,20
398903,"Supervalu, Inc.",62,113
398904,"Supervalu, Inc.",385,52
398905,Haggen Inc.,200,20
398906,JAMES KEILLER & SON,250,20
398907,HAGGEN,594,32
398908,"Supervalu, Inc.",475,40
398909,"Supervalu, Inc.",372,43
398910,Haggen Inc.,250,20
398911,HAGGEN,77,130
398912,"Topco Associates, Inc.",44,113
398913,"Supervalu, Inc.",452,42
398914,Mountain Fruit Co.,100,20
398915,"Supervalu, Inc.",385,52
398916,The Kroger Co.,79,89
398917,The Kroger Co.,193,145
398918,AZTECA,477,44
398919,The Kroger Co.,357,28
398920,AdvancePierre Foods Inc.,280,157
398921,"Quaker Maid Meats, Inc.",312,32
398922,The Kroger Co.,357,28
398923,The Kroger Co.,346,26
398924,The Kroger Co.,294,51
398925,JOHNVINCE FOODS,560,50
398926,The Kroger Co.,437,71
398927,JOHNVINCE FOODS,633,30
398928,JOHNVINCE FOODS,367,30
398929,JOHNVINCE FOODS,350,40
398930,JOHNVINCE FOODS,400,50
398931,JOHNVINCE FOODS,567,30
398932,Cfl,250,20
398933,"Winco Foods, Inc.",607,28
398934,Current's Tackle,265,17
398935,"Timeless Seeds, Inc.",378,45
398936,JFC International Inc.,400,30
398937,"Wismettac Asian Foods, Inc.",117,60
398938,Victoria Amory & Co. LLC,113,31
398939,CAMBOZOLA,357,28
398940,Litehouse Inc.,116,43
398941,"Wing-Time, Inc.",179,14
398942,Mission Foods Inc,233,30
398943,Cambiaso Hermanos S.A.C.,0,2
398944,BUSSETO FOODS,393,28
398945,Venice International Foods Inc,400,45
398946,WORLD MARKET,250,20
398947,WORLD MARKET,250,20
398948,JFC International Inc.,152,105
398949,Litehouse Inc.,419,43
398950,"Winco Foods, Inc.",625,32
398951,Victoria Amory & Co. LLC,113,31
398952,Umeya Inc.,300,30
398953,Pacific Cheese Company Inc.,357,28
398954,Tomwoo International Inc.,400,30
398955,Zausner Foods Corp,286,28
398956,"Busseto Foods, Inc.",393,28
398957,"Robert Rothschild Farms, LLC",483,29
398958,"Wismettac Asian Foods, Inc.",109,55
398959,"Winco Foods, Inc.",333,6
398960,McSweet LLC,71,28
398961,Besnier S.A.,214,28
398962,"Wismettac Asian Foods, Inc.",367,30
398963,NATURE'S BAKERY,393,28
398964,BARCEL,509,53
398965,Saputo Cheese USA Inc.,357,28
398966,"Figueroa Brothers, Inc.",400,45
398967,"Winco Foods, Inc.",357,28
398968,JFC International Inc.,400,30
398969,reginald's homemade llc,600,30
398970,Cambiaso Hermanos S.A.C.,0,1.3
398971,American Roland Food Corp.,67,15
398972,"Winco Foods, Inc.",625,32
398973,"ANCO Fine Cheese a Division of Schratter Foods, Inc.",286,28
398974,"Wismettac Asian Foods, Inc.",500,30
398975,TWINKLE BAKER DECOR,324,100
398976,"Winco Foods, Inc.",357,7
398977,Litehouse Inc.,465,43
398978,JFC International Inc.,400,30
398979,Wang Globalnet,33,30
398980,Grace Kennedy Co. Ltd,133,30
398981,Caldo International Inc.,321,14
398982,NISHIKI,171,105
398983,BARCEL,509,53
398984,"Wismettac Asian Foods, Inc.",533,30
398985,"Winco Foods, Inc.",400,15
398986,"Winco Foods, Inc.",286,7
398987,BARCEL,567,30
398988,"Winco Foods, Inc.",357,7
398989,"Wismettac Asian Foods, Inc.",115,13
398990,Randolph Packing Company,265,151
398991,Randolph Packing Company,285,151
398992,Randolph Packing Company,285,151
398993,Randolph Packing Company,311,151
398994,Randolph Packing Company,286,56
398995,Randolph Packing Company,250,56
398996,Randolph Packing Company,318,151
398997,Randolph Packing Company,262,84
398998,Randolph Packing Company,272,151
398999,Royal Wine Corporation,200,50
399000,"PEI TIEN FOOD CO., LTD.",491,10
399001,99,600,10
399002,Kozlowski Farms,211,19
399003,"Winco Foods, Inc.",625,32
399004,Chicago Importing Co.,100,5
399005,Saputo Cheese USA Inc.,357,28
399006,"Busseto Foods, Inc.",357,28
399007,NEW PORK STYLE,429,28
399008,Bel Brands USA Inc.,290,31
399009,Umeya Inc.,367,30
399010,Elki Corporation,290,30
399011,Minasso Serafino,200,25
399012,"Mendocino Mustard, Inc.",333,6
399013,"Winco Foods, Inc.",286,3.5
399014,Hawaii Associated Wholesale,500,28
399015,Dawg Haus LLC,78,36
399016,BARCEL USA LLC.,533,30
399017,"Robert Rothschild Farms, LLC",171,35
399018,"Winco Foods, Inc.",300,5
399019,"Winco Foods, Inc.",571,28
399020,JFC International Inc.,500,30
399021,UNIEKAAS,317,30
399022,Pacific Cheese Company Inc.,357,28
399023,"Wismettac Asian Foods, Inc.",68,88
399024,Willamette Egg Farms LLC,156,45
399025,"Winco Foods, Inc.",250,20
399026,"Winco Foods, Inc.",385,52
399027,The Napoleon Co.,43,30
399028,Litehouse Inc.,209,43
399029,Venus Foods Inc.,88,57
399030,Pacific Cheese Company Inc.,381,21
399031,JFC International Inc.,305,56
399032,Pacific Cheese Company Inc.,381,21
399033,"Winco Foods, Inc.",625,32
399034,Litehouse Inc.,488,43
399035,NATURE'S KITCHEN,567,30
399036,99,594,10
399037,"Original Juan Specialty Foods, Inc.",57,28
399038,"Food Industries, Inc.",500,30
399039,TWINKLE BAKER DECOR,324,100
399040,CADY CREEK FARMS,357,28
399041,"Winco Foods, Inc.",625,32
399042,"Winco Foods, Inc.",222,4.5
399043,"Busseto Foods, Inc.",321,28
399044,JFC International Inc.,500,30
399045,Primal Nutrition,667,15
399046,"Food Industries, Inc.",500,30
399047,Pacific Cheese Company Inc.,333,21
399048,"Winco Foods, Inc.",385,52
399049,"Tdf Products, Inc.",352,14.2
399050,"Rjb Food Company, Inc.",268,56
399051,"A.M. Braswell, Jr. Food Co. Inc.",294,17
399052,Indo-European Foods Inc,200,95
399053,"Food Industries, Inc.",500,30
399054,"Winco Foods, Inc.",333,6
399055,Willamette Egg Farms LLC,156,45
399056,"Winco Foods, Inc.",419,31
399057,"Sweater Stone, Inc.",155,110
399058,"Winco Foods, Inc.",438,32
399059,"Winco Foods, Inc.",250,6
399060,Umeya Inc.,367,30
399061,"Winco Foods, Inc.",419,31
399062,"Wismettac Asian Foods, Inc.",533,30
399063,JARLSBERG,357,28
399064,AMANOYA CORPORATION,550,30
399065,PEPPADEW,83,30
399066,Current's Tackle,257,14
399067,"Wismettac Asian Foods, Inc.",333,30
399068,"Food Industries, Inc.",500,30
399069,"Western Family Foods, Inc.",0,28
399070,"Winco Foods, Inc.",400,35
399071,"Busseto Foods, Inc.",357,28
399072,"Winco Foods, Inc.",300,5
399073,WINCO FOODS,286,28
399074,"Meijer, Inc.",48,125
399075,EL MEXICANO,321,28
399076,Agrisicilia S.r.l.,250,20
399077,JFC International Inc.,446,28
399078,"Winco Foods, Inc.",444,9
399079,"Winco Foods, Inc.",571,28
399080,"Winco Foods, Inc.",300,5
399081,"Meijer, Inc.",71,28
399082,"Meijer, Inc.",246,114
399083,"Bob's Red Mill Natural Foods, Inc.",390,41
399084,"Winco Foods, Inc.",393,28
399085,Saputo Cheese USA Inc.,286,28
399086,"Wismettac Asian Foods, Inc.",367,30
399087,"Winco Foods, Inc.",404,52
399088,Contempo Food Product Co.,121,140
399089,"Winco Foods, Inc.",357,7
399090,"Nuts About Granola, LLC",526,57
399091,WINCO FOODS,179,28
399092,"Winco Foods, Inc.",391,23
399093,Contempo Food Product Co.,193,140
399094,"Winco Foods, Inc.",391,23
399095,Harris-Teeter Inc.,72,125
399096,Harris-Teeter Inc.,82,85
399097,Harris-Teeter Inc.,36,125
399098,Seneca Foods Corporation,56,125
399099,Venus Foods Inc.,140,57
399100,"Too Good Gourmet, Inc.",429,28
399101,Litehouse Inc.,442,43
399102,Seneca Foods Corporation,48,125
399103,Harris-Teeter Inc.,64,125
399104,Harris-Teeter Inc.,17,120
399105,Harris-Teeter Inc.,33,120
399106,Harris-Teeter Inc.,29,120
399107,Harris-Teeter Inc.,21,120
399108,Harris-Teeter Inc.,48,125
399109,Harris-Teeter Inc.,94,85
399110,Tomwoo International Inc.,400,30
399111,Enstrom Candies Inc.,476,21
399112,"Winco Foods, Inc.",0,2.2
399113,Pacific Cheese Company Inc.,286,28
399114,Litehouse Inc.,163,43
399115,"DiBella, Inc.",484,31
399116,"Ahold USA, Inc.",77,130
399117,"Ahold USA, Inc.",85,130
399118,"Ahold USA, Inc.",92,130
399119,"Ahold USA, Inc.",85,130
399120,"Ahold Usa, Inc.",85,130
399121,"Ahold Usa, Inc.",17,30
399122,"Ahold Usa, Inc.",17,30
399123,"Ahold Usa, Inc.",33,120
399124,"Ahold Usa, Inc.",33,123
399125,"Ahold Usa, Inc.",19,130
399126,"Meijer, Inc.",17,120
399127,"Meijer, Inc.",56,125
399128,"Meijer, Inc.",17,120
399129,"Meijer, Inc.",17,120
399130,"Public Label Brands, Inc.",17,120
399131,Woeber Mustard Mfg. Company,0,5
399132,"Public Label Brands, Inc.",72,125
399133,"Public Label Brands, Inc.",56,125
399134,Video Theater Inc,103,126
399135,"Transnational Foods, Inc.",12,130
399136,"Public Label Brands, Inc.",25,120
399137,"Quality Bakery Products, LLC",393,28
399138,Mount Olive Pickle Company Inc.,100,15
399139,"Public Label Brands, Inc.",64,125
399140,"Public Label Brands, Inc.",36,125
399141,"Bay Valley Foods, LLC",0,28
399142,"Western Family Foods, Inc.",375,40
399143,"Rje Trade International, Inc.",367,30
399144,Moonstruck Chocolate Co.,364,33
399145,"McCormick & Company, Inc.",677,31
399146,Oregon Growers & Shippers LLC,194,18
399147,Morton Bassett Inc.,0,0.5
399148,"Summit Foods, Inc.",394,31.5
399149,Morton Bassett Inc.,0,0.7
399150,Old Lyme Gourmet Company,500,28
399151,FROG HOLLOW FARM,100,20
399152,"Rje Trade International, Inc.",367,30
399153,"Western Family Foods, Inc.",0,1
399154,LOLLYWAFFLE,333,30
399155,"Western Family Foods, Inc.",375,40
399156,"B.T. McElrath Chocolatier, Inc.",512,43
399157,Sapar USA Inc.,857,14
399158,"B.T. McElrath Chocolatier, Inc.",488,43
399159,Marge LLC,429,31
399160,Old Lyme Gourmet Company,536,28
399161,Moonstruck Chocolate Co.,355,31
399162,"Georgia Peach Products, Inc.",464,28
399163,"Summit Foods, Inc.",394,31.5
399164,Gorge Delights,375,40
399165,"The Hain Celestial Group, Inc.",351,37
399166,"Seattle Gourmet Foods, Inc.",150,20
399167,Morton Bassett Inc.,0,0.7
399168,MIRACLE TREE,0,1.5
399169,Old Lyme Gourmet Company,500,28
399170,Morton Bassett Inc.,0,0.4
399171,"McCormick & Company, Inc.",649,57
399172,MIRRACOLE MORSELS,429,28
399173,Morton Bassett Inc.,0,0.7
399174,Morton Bassett Inc.,0,0.7
399175,Maclean's Highland Bakery,550,20
399176,Bluebird Grain Farms,359,39
399177,"McCormick & Company, Inc.",667,30
399178,Runa,0,2
399179,Morton Bassett Inc.,0,0.7
399180,Dang Foods LLC,464,28
399181,"Funtastik, Inc.",125,20
399182,FROG HOLLOW FARM,125,20
399183,Moonstruck Chocolate Co.,355,31
399184,Runa,0,2
399185,Morton Bassett Inc.,0,0.7
399186,"Food Markets Northwest, Inc.",574,38.3
399187,Elki Corporation,211,19
399188,"B.T. McElrath Chocolatier, Inc.",558,43
399189,"Cowrind Studios, Inc.",410,31
399190,"Western Family Foods, Inc.",0,2
399191,Dansk Cookie Industri A/S Kelsen,263,19
399192,"Cowrind Studios, Inc.",464,28
399193,Brittany Records,387,31
399194,"Cowrind Studios, Inc.",471,31
399195,"Funtastik, Inc.",176,17
399196,"Georgia Peach Products, Inc.",500,28
399197,"Grandma Hoerner's Foods, Inc.",133,128
399198,Morton Bassett Inc.,0,0.5
399199,Morton Bassett Inc.,0,0.7
399200,Nash Finch Company,237,135
399201,"Topco Associates, Inc.",0,2.5
399202,SPARTAN,247,85
399203,Daiya Foods Inc.,264,148
399204,"Topco Associates, Inc.",0,2.5
399205,"Topco Associates, Inc.",0,2.5
399206,"Chung's Foods, Inc.",198,86
399207,DANEKO,393,28
399208,Russell McCall's Inc.,393,28
399209,NEW BRIDGE,393,28
399210,THE DRUNKEN GOAT,400,30
399211,GRAND + SUISSE,429,28
399212,EMMI,357,28
399213,TILLAMOOK,393,28
399214,GRAND + SUISSE,393,28
399215,NEW BRIDGE,393,28
399216,"Boar's Head Provision Co., Inc.",500,14
399217,"Boar's Head Provision Co., Inc.",357,28
399218,NEW BRIDGE,357,28
399219,"Boar's Head Provision Co., Inc.",250,28
399220,SMOKY PARK,393,28
399221,Tillamook County Creamery Association,393,28
399222,RUTHERFORD & MEYER,333,6
399223,NEW BRIDGE,357,28
399224,"Boar's Head Provision Co., Inc.",500,28
399225,"Boar's Head Provision Co., Inc.",250,28
399226,DANEKO,393,28
399227,The Virginia Chutney Co LLC,250,18
399228,Russell McCall's Inc.,214,28
399229,The Virginia Chutney Co LLC,206,17
399230,SMOKY PARK,393,28
399231,"Boar's Head Provision Co., Inc.",429,28
399232,RUTHERFORD & MEYER,250,6
399233,NEW BRIDGE,357,28
399234,Zausner Foods Corp,167,30
399235,The Virginia Chutney Co LLC,118,17
399236,Forever Cheese,328,28.34
399237,Societe Des Caves,286,28
399238,NEW BRIDGE,393,28
399239,DANEKO,321,28
399240,DANEKO,393,28
399241,DENMARK'S FINEST,393,28
399242,"Meijer, Inc.",17,120
399243,Cooperative Regions of Organic Producer Pools,393,28
399244,Cooperative Regions of Organic Producer Pools,393,28
399245,Cooperative Regions of Organic Producer Pools,300,30
399246,Cooperative Regions of Organic Producer Pools,393,28
399247,Cooperative Regions of Organic Producer Pools,393,28
399248,Cooperative Regions of Organic Producer Pools,429,28
399249,Cooperative Regions of Organic Producer Pools,286,28
399250,Cooperative Regions of Organic Producer Pools,233,30
399251,Cooperative Regions of Organic Producer Pools,393,28
399252,Cooperative Regions of Organic Producer Pools,233,30
399253,Cooperative Regions of Organic Producer Pools,393,28
399254,Cooperative Regions of Organic Producer Pools,393,28
399255,Cooperative Regions of Organic Producer Pools,333,30
399256,Cooperative Regions of Organic Producer Pools,321,28
399257,Cooperative Regions of Organic Producer Pools,381,21
399258,Cooperative Regions of Organic Producer Pools,381,21
399259,Cooperative Regions of Organic Producer Pools,393,28
399260,Cooperative Regions of Organic Producer Pools,286,28
399261,Cooperative Regions of Organic Producer Pools,381,21
399262,Cooperative Regions of Organic Producer Pools,381,21
399263,Cooperative Regions of Organic Producer Pools,393,28
399264,Cooperative Regions of Organic Producer Pools,333,21
399265,Cooperative Regions of Organic Producer Pools,381,21
399266,Cooperative Regions of Organic Producer Pools,393,28
399267,Cooperative Regions of Organic Producer Pools,321,28
399268,Ballreich Bros. Inc.,607,28
399269,Ballreich Bros. Inc.,536,28
399270,Ballreich Bros. Inc.,532,28
399271,Ballreich Bros. Inc.,571,28
399272,Ballreich Bros. Inc.,607,28
399273,Ballreich Bros. Inc.,471,28
399274,Ballreich Bros. Inc.,571,28
399275,Ballreich Bros. Inc.,571,28
399276,Ballreich Bros. Inc.,536,28
399277,Ballreich Bros. Inc.,571,28
399278,Ballreich Bros. Inc.,571,28
399279,Ballreich Bros. Inc.,607,28
399280,Ballreich Bros. Inc.,607,28
399281,Ballreich Bros. Inc.,550,28
399282,Ballreich Bros. Inc.,607,28
399283,Ballreich Bros. Inc.,607,28
399284,Ballreich Bros. Inc.,571,28
399285,Ballreich Bros. Inc.,471,28
399286,Ballreich Bros. Inc.,607,28
399287,Ballreich Bros. Inc.,536,28
399288,Ballreich Bros. Inc.,571,28
399289,Ballreich Bros. Inc.,536,28
399290,Ballreich Bros. Inc.,536,28
399291,Ballreich Bros. Inc.,571,28
399292,Ballreich Bros. Inc.,571,28
399293,Ballreich Bros. Inc.,571,28
399294,Ballreich Bros. Inc.,607,28
399295,Ballreich Bros. Inc.,536,28
399296,Ballreich Bros. Inc.,607,28
399297,Ballreich Bros. Inc.,536,28
399298,Ballreich Bros. Inc.,607,28
399299,"Norpac Foods, Inc.",71,28
